"","toppID","TOPP.ID","serialNumber","commonName","yearDeployed","project","isDrifter","firstDetectionTime","firstDetectionLong","firstDetectionLat","numberDetections"
"490","5215003","5215003",147086,"Manta Ray",2015,0,1,"2015-09-23T16:45:28Z","72.468","-7.406",2
"491","5215004","5215004",147088,"Manta Ray",2015,0,1,"2015-03-29T10:35:37Z","71.497","-6.738",16
"492","5215014","5215014",147089,"Manta Ray",2015,0,1,"2015-04-12T23:47:48Z","72.286","-5.294",17
"493","5216006","5216006",152297,"Manta Ray",2016,0,1,"2016-06-27T03:21:05Z","71.666","-6.785",17
"494","5216007","5216007",152293,"Manta Ray",2016,0,1,"2016-04-16T13:35:37Z","71.058","-6.175",16
"495","5216008","5216008",152271,"Manta Ray",2016,0,1,"2016-10-08T12:39:50Z","65.887","-4.474",11
"496","5216015","5216015",160265,"Manta Ray",2016,0,1,"2016-04-19T14:41:15Z","71.385","-6.677",20
"497","5216017","5216017",160270,"Manta Ray",2016,0,1,"2016-12-25T13:20:37Z","72.255","-5.305",9
"498","5216018","5216018",160264,"Manta Ray",2016,0,1,"2016-10-12T21:17:48Z","72.188","-5.184",19
"499","5216021","5216021",160268,"Manta Ray",2016,0,1,"2017-03-15T01:56:15Z","81.648","-4.046",20
"500","5216025","5216025",132992,"Manta Ray",2016,0,1,"2016-08-17T04:08:26Z","72.474","-7.399",1
"501","5216028","5216028",126287,"Manta Ray",2016,0,1,"2016-03-03T15:56:15Z","71.455","-6.476",14
"502","5218001","5218001",173435,"Manta Ray",2018,0,1,"2018-08-10T11:17:48Z","279.49","-3.513",1
"503","5218002","5218002",173433,"Manta Ray",2018,0,1,"2018-11-01T03:37:30Z","69.261","-8.358",10
"504","5218003","5218003",173434,"Manta Ray",2018,0,1,"2018-05-18T03:36:33Z","71.328","-6.674",5
"505","5218005","5218005",173613,"Manta Ray",2018,0,1,"2018-09-29T13:31:52Z","270.681","-6.044",12
"506","5704001","5704001",52219,"Oceanic Whitetip Shark",2004,0,0,"2004-10-14T12:59:52Z","255.4","8.579",1
"507","5704003","5704003",52213,"Oceanic Whitetip Shark",2004,0,0,"2004-10-21T15:22:58Z","247.614","10.694",1
"508","6804002","6804002",41728,"Greenland Shark",2004,0,1,"2004-11-02T19:34:55Z","291.88202","49.262",3
"509","6904002","6904002",52231,"Silky Shark",2004,0,1,"2004-12-26T10:46:24Z","244.252","14.874",5
"510","6904003","6904003",52232,"Silky Shark",2004,0,1,"2004-11-11T17:28:00Z","247.426","12.325",1
"511","6904004","6904004",53808,"Silky Shark",2004,0,1,"2004-11-10T09:29:52Z","247.017","11.649",2
"512","6908001","6908001",84653,"Silky Shark",2008,0,0,"2008-07-06T16:16:38Z","273.07098","5.675",1
"513","6913001","6913001",126318,"Silky Shark",2013,0,1,"2013-05-10T07:12:39Z","82.611","-5.234",14
"514","6913002","6913002",126296,"Silky Shark",2013,0,0,"2013-11-27T09:32:48Z","72.926","-6.154",1
"515","6917001","6917001",168883,"Silky Shark",2017,0,1,"2017-03-13T20:49:41Z","134.214","7.765",17
"516","6917002","6917002",168880,"Silky Shark",2017,0,1,"2017-07-19T01:24:22Z","134.245","7.385",15
"517","6917003","6917003",168882,"Silky Shark",2017,0,1,"2017-07-11T22:54:22Z","134.236","7.377",16
"518","6918001","6918001",173618,"Silky Shark",2018,0,1,"2018-11-30T04:23:26Z","40.297","-3.28",3
"519","7410001","7410001",61965,"Tiger Shark",2010,0,0,"2010-09-05T03:53:54Z","325.104","-8.122",1
"520","7508001","7508001",82922,"Porbeagle Shark",2008,0,1,"2009-01-31T01:32:06Z","181.234","-36.163",6
"521","7508002","7508002",82923,"Porbeagle Shark",2008,0,1,"2009-03-19T14:48:30Z","176.796","-43.959",10
"522","7509002","7509002",68294,"Porbeagle Shark",2009,0,1,"2009-09-04T04:35:37Z","166.531","-36.516",7
"523","7517001","7517001",33148,"Porbeagle Shark",2017,0,0,"2017-08-11T22:55:18Z","289.78","42.964",5
"524","7517002","7517002",33140,"Porbeagle Shark",2017,0,0,"2017-08-19T02:40:18Z","290.914","43.722",3
"525","7707001","7707001",68322,"Sandtiger Shark",2007,0,1,"2007-12-31T10:29:31Z","279.401","4.246",3
"526","7707002","7707002",74614,"Sandtiger Shark",2007,0,1,"2007-05-03T09:13:07Z","279.197","2.842",7
"527","7708001","7708001",79776,"Sandtiger Shark",2008,0,1,"2008-04-07T09:43:49Z","277.419","3.717",6
"528","7708002","7708002",79777,"Sandtiger Shark",2008,0,1,"2008-04-16T19:00:28Z","278.655","3.317",7
"529","7708003","7708003",79778,"Sandtiger Shark",2008,0,1,"2008-07-24T11:20:23Z","282.01898","3.206",5
"530","7915001","7915001",60993,"Smooth Hammerhead",2015,0,0,"2015-07-06T01:19:13Z","242.93399","31.728",4
"531","unknown","unknown",111527,"Devil Ray",9999,0,1,"2012-06-29T02:38:26Z","247.222","19.206",14
