deployment_project_reference,datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,frequencies_monitored,receiver_coding_scheme,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id,bottom_depth,depth,deployment_comments,deployed_by,expected_receiver_life
,,,,,,,,,degrees_north,degrees_east,UTC,UTC,,,,m,m,,,
JBC,OTN-Global,JBC-SW ARM 1-VR2W-105502-4,OTN-GlobalJBCJBC-SW ARM 1-VR2W-105502-4,VEMCO,VR2W,,,105502,48.03217,-53.74102,2010-07-08T13:20:00Z,2011-07-02T11:53:00Z,JBC,ManmadePlatform,JBC_JBC-SW ARM 1,233.0,225.0,,,NaN
JBC,OTN-Global,JBC-SW ARM 1-VR2W-105502-5,OTN-GlobalJBCJBC-SW ARM 1-VR2W-105502-5,VEMCO,VR2W,,,105502,48.01898,-53.7458,2011-07-02T12:03:00Z,2012-06-29T14:41:00Z,JBC,ManmadePlatform,JBC_JBC-SW ARM 1,213.0,205.0,,,NaN
JBC,OTN-Global,JBC-SW ARM 1-VR2W-105502-6,OTN-GlobalJBCJBC-SW ARM 1-VR2W-105502-6,VEMCO,VR2W,,,105502,48.01958,-53.74577,2012-06-29T14:49:00Z,,JBC,ManmadePlatform,JBC_JBC-SW ARM 1,250.0,242.0,,,NaN
JBC,OTN-Global,JBC-SW ARM 2-VR2W-105501-3,OTN-GlobalJBCJBC-SW ARM 2-VR2W-105501-3,VEMCO,VR2W,,,105501,48.03165,-53.73367,2009-11-11T14:45:00Z,2010-07-08T12:25:00Z,JBC,ManmadePlatform,JBC_JBC-SW ARM 2,195.0,187.0,,,NaN
JBC,OTN-Global,JBC-SW ARM 2-VR2W-105501-6,OTN-GlobalJBCJBC-SW ARM 2-VR2W-105501-6,VEMCO,VR2W,,,105501,48.0318,-53.7327,2011-07-02T11:03:00Z,2012-06-29T15:20:00Z,JBC,ManmadePlatform,JBC_JBC-SW ARM 2,190.0,182.0,,,NaN
JBC,OTN-Global,JBC-TICKLE COVE 1-VR2W-105446-5,OTN-GlobalJBCJBC-TICKLE COVE 1-VR2W-105446-5,VEMCO,VR2W,,,105446,48.58768,-53.50195,2011-07-05T17:38:00Z,2012-07-02T11:29:00Z,JBC,ManmadePlatform,JBC_JBC-TICKLE COVE 1,56.0,48.0,,,NaN
JBC,OTN-Global,JBC-TICKLE COVE 1-VR2W-105446-6,OTN-GlobalJBCJBC-TICKLE COVE 1-VR2W-105446-6,VEMCO,VR2W,,,105446,48.58772,-53.50233,2012-07-02T11:38:00Z,,JBC,ManmadePlatform,JBC_JBC-TICKLE COVE 1,72.0,64.0,,,NaN
JBC,OTN-Global,JBC-TICKLE COVE 2-VR2W-105447-4,OTN-GlobalJBCJBC-TICKLE COVE 2-VR2W-105447-4,VEMCO,VR2W,,,105447,48.58557,-53.50732,2010-07-04T12:35:00Z,2011-07-05T16:35:00Z,JBC,ManmadePlatform,JBC_JBC-TICKLE COVE 2,74.0,66.0,,,NaN
JBC,OTN-Global,JBC-TICKLE COVE 2-VR2W-105447-5,OTN-GlobalJBCJBC-TICKLE COVE 2-VR2W-105447-5,VEMCO,VR2W,,,105447,48.58732,-53.51265,2011-07-05T16:45:00Z,2012-07-02T11:58:00Z,JBC,ManmadePlatform,JBC_JBC-TICKLE COVE 2,74.0,66.0,,,NaN
JBC,OTN-Global,JBC-TICKLE COVE 2-VR2W-105447-6,OTN-GlobalJBCJBC-TICKLE COVE 2-VR2W-105447-6,VEMCO,VR2W,,,105447,48.58738,-53.51183,2012-07-02T12:08:00Z,,JBC,ManmadePlatform,JBC_JBC-TICKLE COVE 2,55.0,47.0,,,NaN
JBC,OTN-Global,JBC-TRITON HARBOUR 1-VR2W-108448-1,OTN-GlobalJBCJBC-TRITON HARBOUR 1-VR2W-108448-1,VEMCO,VR2W,,,108448,49.53703,-55.60035,2011-01-11T20:00:00Z,2011-01-12T12:45:00Z,JBC,ManmadePlatform,JBC_JBC-TRITON HARBOUR 1,18.0,10.0,,,NaN
JBC,OTN-Global,JBC-TRITON HARBOUR 1-VR2W-108448-2,OTN-GlobalJBCJBC-TRITON HARBOUR 1-VR2W-108448-2,VEMCO,VR2W,,,108448,49.53703,-55.60035,2011-01-12T13:00:00Z,2012-06-14T12:43:00Z,JBC,ManmadePlatform,JBC_JBC-TRITON HARBOUR 1,18.0,10.0,,,NaN
JBC,OTN-Global,JBC-TRITON HARBOUR 1-VR2W-108448-3,OTN-GlobalJBCJBC-TRITON HARBOUR 1-VR2W-108448-3,VEMCO,VR2W,,,108448,49.53687,-55.60038,2012-06-14T13:02:00Z,,JBC,ManmadePlatform,JBC_JBC-TRITON HARBOUR 1,16.0,8.0,,,NaN
JBC,OTN-Global,JBC-TRITON NEWMANS BANK 2-VR2W-107571-1,OTN-GlobalJBCJBC-TRITON NEWMANS BANK 2-VR2W-107571-1,VEMCO,VR2W,,,107571,49.59677,-55.57083,2011-01-26T10:30:00Z,2012-06-14T10:00:00Z,JBC,ManmadePlatform,JBC_JBC-TRITON NEWMANS BANK 2,104.2416,96.2416,,,NaN
JBC,OTN-Global,JBC-TRITON NEWMANS BANK 2-VR2W-107571-2,OTN-GlobalJBCJBC-TRITON NEWMANS BANK 2-VR2W-107571-2,VEMCO,VR2W,,,107571,49.59697,-55.5711,2012-06-14T10:15:00Z,,JBC,ManmadePlatform,JBC_JBC-TRITON NEWMANS BANK 2,91.0,83.0,,,NaN
JBC,OTN-Global,JBC-TRITON PARSON GROUND 4-VR2W-107570-1,OTN-GlobalJBCJBC-TRITON PARSON GROUND 4-VR2W-107570-1,VEMCO,VR2W,,,107570,49.53203,-55.53345,2011-01-26T11:00:00Z,2012-06-14T11:16:00Z,JBC,ManmadePlatform,JBC_JBC-TRITON PARSON GROUND 4,71.3232,63.3232,,,NaN
JBC,OTN-Global,JBC-TRITON PARSON GROUND 4-VR2W-107570-2,OTN-GlobalJBCJBC-TRITON PARSON GROUND 4-VR2W-107570-2,VEMCO,VR2W,,,107570,49.53163,-55.53428,2012-06-14T11:30:00Z,,JBC,ManmadePlatform,JBC_JBC-TRITON PARSON GROUND 4,91.0,83.0,,,NaN
JBC,OTN-Global,JBC-TRITON SOUTHERN HEAD 3-VR2W-107577-1,OTN-GlobalJBCJBC-TRITON SOUTHERN HEAD 3-VR2W-107577-1,VEMCO,VR2W,,,107577,49.56782,-55.54975,2011-01-26T10:45:00Z,2012-06-14T12:08:00Z,JBC,ManmadePlatform,JBC_JBC-TRITON SOUTHERN HEAD 3,73.152,65.152,,,NaN
JBC,OTN-Global,JBC-TRITON SOUTHERN HEAD 3-VR2W-107577-2,OTN-GlobalJBCJBC-TRITON SOUTHERN HEAD 3-VR2W-107577-2,VEMCO,VR2W,,,107577,49.56717,-55.55228,2012-06-14T12:17:00Z,,JBC,ManmadePlatform,JBC_JBC-TRITON SOUTHERN HEAD 3,75.0,67.0,,,NaN
JBC,OTN-Global,JBC-TICKLE COVE 2-VR2W-105447-2,OTN-GlobalJBCJBC-TICKLE COVE 2-VR2W-105447-2,VEMCO,VR2W,,,105447,48.587,-53.51265,2009-07-11T14:58:00Z,2010-07-04T12:30:00Z,JBC,ManmadePlatform,JBC_JBC-TICKLE COVE 2,60.0,52.0,,,NaN
JBC,OTN-Global,JBC-TICKLE COVE 1-VR2W-105446-4,OTN-GlobalJBCJBC-TICKLE COVE 1-VR2W-105446-4,VEMCO,VR2W,,,105446,48.58583,-53.51183,2010-07-04T12:05:00Z,2011-07-05T17:28:18Z,JBC,ManmadePlatform,JBC_JBC-TICKLE COVE 1,46.0,38.0,,,NaN
JBC,OTN-Global,JBC-SW ARM 2-VR2W-105501-4,OTN-GlobalJBCJBC-SW ARM 2-VR2W-105501-4,VEMCO,VR2W,,,105501,48.0255,-53.7345,2010-07-08T12:40:00Z,2010-10-23T16:15:39Z,JBC,ManmadePlatform,JBC_JBC-SW ARM 2,196.0,188.0,,,NaN
JBC,OTN-Global,JBC-SW ARM 2-VR2W-105501-5,OTN-GlobalJBCJBC-SW ARM 2-VR2W-105501-5,VEMCO,VR2W,,,105501,48.03133,-53.7325,2010-10-23T16:15:40Z,2011-07-02T10:53:00Z,JBC,ManmadePlatform,JBC_JBC-SW ARM 2,100.0,92.0,,,NaN
JBC,OTN-Global,JBC-SW ARM 2-VR2W-105501-7,OTN-GlobalJBCJBC-SW ARM 2-VR2W-105501-7,VEMCO,VR2W,,,105501,48.03157,-53.74907,2012-06-29T15:20:01Z,,JBC,ManmadePlatform,JBC_JBC-SW ARM 2,200.0,192.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 2-VR2W-104550-3,OTN-GlobalJBCJBC-TWILLINGATE 2-VR2W-104550-3,VEMCO,VR2W,,,104550,49.71305,-54.79925,2009-06-24T18:30:00Z,2010-06-08T13:30:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 2,117.0,109.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 2-VR2W-104550-4,OTN-GlobalJBCJBC-TWILLINGATE 2-VR2W-104550-4,VEMCO,VR2W,,,104550,49.71317,-54.79942,2010-06-08T13:50:00Z,2011-08-09T12:30:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 2,113.0,105.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 2-VR2W-104550-5,OTN-GlobalJBCJBC-TWILLINGATE 2-VR2W-104550-5,VEMCO,VR2W,,,104550,49.71255,-54.79697,2011-08-09T13:05:00Z,2012-07-05T10:47:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 2,113.0,105.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 2-VR2W-104550-6,OTN-GlobalJBCJBC-TWILLINGATE 2-VR2W-104550-6,VEMCO,VR2W,,,104550,49.71328,-54.80037,2012-07-05T10:56:00Z,,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 2,109.0,101.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 3-VR2W-104551-3,OTN-GlobalJBCJBC-TWILLINGATE 3-VR2W-104551-3,VEMCO,VR2W,,,104551,49.7298,-54.8094,2009-06-24T19:20:00Z,2010-06-08T14:45:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 3,146.0,138.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 3-VR2W-104551-4,OTN-GlobalJBCJBC-TWILLINGATE 3-VR2W-104551-4,VEMCO,VR2W,,,104551,49.72965,-54.80845,2010-06-08T15:00:00Z,2011-08-09T13:05:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 3,140.0,132.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 3-VR2W-104551-5,OTN-GlobalJBCJBC-TWILLINGATE 3-VR2W-104551-5,VEMCO,VR2W,,,104551,49.72998,-54.80558,2011-08-09T13:27:00Z,2012-07-04T21:22:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 3,137.0,129.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 3-VR2W-104551-6,OTN-GlobalJBCJBC-TWILLINGATE 3-VR2W-104551-6,VEMCO,VR2W,,,104551,49.72955,-54.80877,2012-07-04T21:31:00Z,,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 3,137.0,129.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 4-VR2W-104565-3,OTN-GlobalJBCJBC-TWILLINGATE 4-VR2W-104565-3,VEMCO,VR2W,,,104565,49.74363,-54.80852,2009-06-24T20:05:00Z,2010-06-08T15:15:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 4,165.0,157.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 4-VR2W-104565-4,OTN-GlobalJBCJBC-TWILLINGATE 4-VR2W-104565-4,VEMCO,VR2W,,,104565,49.7435,-54.80863,2010-06-08T15:25:00Z,2011-08-09T14:00:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 4,155.0,147.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 4-VR2W-104565-5,OTN-GlobalJBCJBC-TWILLINGATE 4-VR2W-104565-5,VEMCO,VR2W,,,104565,49.74343,-54.80545,2011-08-09T14:10:00Z,2012-07-04T20:28:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 4,143.0,135.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 4-VR2W-104565-6,OTN-GlobalJBCJBC-TWILLINGATE 4-VR2W-104565-6,VEMCO,VR2W,,,104565,49.7436,-54.80922,2012-07-04T20:36:00Z,,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 4,159.0,151.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 1-VR2W-108457-6,OTN-GlobalJBCJBC-TWILLINGATE 1-VR2W-108457-6,VEMCO,VR2W,,,108457,49.70507,-54.8115,2012-07-04T16:09:01Z,,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 1,113.0,105.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 1-VR2W-108457-5,OTN-GlobalJBCJBC-TWILLINGATE 1-VR2W-108457-5,VEMCO,VR2W,,,108457,49.70318,-54.8085,2011-08-09T15:18:00Z,2012-07-04T16:09:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 1,123.0,115.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 1-VR2W-108457-4,OTN-GlobalJBCJBC-TWILLINGATE 1-VR2W-108457-4,VEMCO,VR2W,,,108457,49.70297,-54.80672,2010-06-08T17:55:00Z,2011-08-09T14:57:00Z,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 1,124.0,116.0,,,NaN
JBC,OTN-Global,JBC-BAY BULLS CAGE SITE 1-VR2W-106001-5,OTN-GlobalJBCJBC-BAY BULLS CAGE SITE 1-VR2W-106001-5,VEMCO,VR2W,,,106001,47.31153,-52.80528,2011-07-18T14:16:00Z,2011-08-22T14:17:00Z,JBC,ManmadePlatform,JBC_JBC-BAY BULLS CAGE SITE 1,23.0,15.0,,,NaN
JBC,OTN-Global,JBC-BROOM CLOSE HEAD 1-VR2W-102134-2,OTN-GlobalJBCJBC-BROOM CLOSE HEAD 1-VR2W-102134-2,VEMCO,VR2W,,,102134,48.68413,-53.60712,2009-06-04T10:00:00Z,2010-07-04T14:55:00Z,JBC,ManmadePlatform,JBC_JBC-BROOM CLOSE HEAD 1,71.0,63.0,,,NaN
JBC,OTN-Global,JBC-TICKLE COVE 1-VR2W-105446-2,OTN-GlobalJBCJBC-TICKLE COVE 1-VR2W-105446-2,VEMCO,VR2W,,,105446,48.58758,-53.50125,2009-07-11T14:37:00Z,2010-07-04T11:55:00Z,JBC,ManmadePlatform,JBC_JBC-TICKLE COVE 1,65.0,57.0,,,NaN
JBC,OTN-Global,JBC-BACCALIEU TICKLE 1-VR2-6830-4,OTN-GlobalJBCJBC-BACCALIEU TICKLE 1-VR2-6830-4,VEMCO,VR2,,,6830,48.09692,-52.83538,2008-11-07T19:40:00Z,2010-06-30T15:20:00Z,JBC,ManmadePlatform,JBC_JBC-BACCALIEU TICKLE 1,102.0,94.0,,,NaN
JBC,OTN-Global,JBC-SMITH POINT SMITH SOUND 4-VR2W-106157-1,OTN-GlobalJBCJBC-SMITH POINT SMITH SOUND 4-VR2W-106157-1,VEMCO,VR2W,,,106157,48.17997,-53.84405,2009-08-19T18:30:00Z,2010-05-20T12:48:00Z,JBC,ManmadePlatform,JBC_JBC-SMITH POINT SMITH SOUND 4,88.0,80.0,,,NaN
JBC,OTN-Global,JBC-TWILLINGATE 1-VR2-7075-2008,OTN-GlobalJBCJBC-TWILLINGATE 1-VR2-7075-2008,VEMCO,VR2,,,7075,49.7008,-54.80142,2008-10-28T14:40:00Z,,JBC,ManmadePlatform,JBC_JBC-TWILLINGATE 1,75.0,67.0,,,NaN
JBC,OTN-Global,JBC-WARWICK HBR SMITH SND 3-VR2W-106154-1,OTN-GlobalJBCJBC-WARWICK HBR SMITH SND 3-VR2W-106154-1,VEMCO,VR2W,,,106154,48.198,-53.5824,2009-08-19T12:35:00Z,2010-04-30T14:28:00Z,JBC,ManmadePlatform,JBC_JBC-WARWICK HBR SMITH SND 3,152.0,144.0,,,NaN
JBC,OTN-Global,JBC-WARWICK HBR SMITH SND 3-VR2W-106154-2,OTN-GlobalJBCJBC-WARWICK HBR SMITH SND 3-VR2W-106154-2,VEMCO,VR2W,,,106154,48.1982,-53.58218,2010-04-30T14:36:00Z,2010-10-25T11:35:00Z,JBC,ManmadePlatform,JBC_JBC-WARWICK HBR SMITH SND 3,160.0,152.0,,,NaN
JBC,OTN-Global,JBC-WARWICK HBR SMITH SND 3-VR2W-106154-3,OTN-GlobalJBCJBC-WARWICK HBR SMITH SND 3-VR2W-106154-3,VEMCO,VR2W,,,106154,48.198,-53.58167,2010-10-25T11:45:00Z,2011-03-11T19:03:00Z,JBC,ManmadePlatform,JBC_JBC-WARWICK HBR SMITH SND 3,190.0,182.0,,,NaN
JBC,OTN-Global,JBC-WARWICK HBR SMITH SND 3-VR2W-106154-4,OTN-GlobalJBCJBC-WARWICK HBR SMITH SND 3-VR2W-106154-4,VEMCO,VR2W,,,106154,48.19807,-53.58192,2011-03-11T19:15:00Z,2012-03-30T17:30:00Z,JBC,ManmadePlatform,JBC_JBC-WARWICK HBR SMITH SND 3,165.0,157.0,,,NaN
JBC,OTN-Global,JBC-WARWICK HBR SMITH SND 3-VR2W-106154-5,OTN-GlobalJBCJBC-WARWICK HBR SMITH SND 3-VR2W-106154-5,VEMCO,VR2W,,,106154,48.19807,-53.58192,2012-03-30T17:40:00Z,,JBC,ManmadePlatform,JBC_JBC-WARWICK HBR SMITH SND 3,165.0,157.0,,,NaN
JBC,OTN-Global,JBC-WEST BLUFF HEAD SMITH SOUND 5-VR2W-106158-1,OTN-GlobalJBCJBC-WEST BLUFF HEAD SMITH SOUND 5-VR2W-106158-1,VEMCO,VR2W,,,106158,48.18335,-53.79818,2009-08-27T19:30:00Z,2010-05-20T13:40:00Z,JBC,ManmadePlatform,JBC_JBC-WEST BLUFF HEAD SMITH SOUND 5,148.0,140.0,,,NaN
JBC,OTN-Global,JBC-WEST BLUFF HEAD SMITH SOUND 5-VR2W-106158-2,OTN-GlobalJBCJBC-WEST BLUFF HEAD SMITH SOUND 5-VR2W-106158-2,VEMCO,VR2W,,,106158,48.18342,-53.79818,2010-05-20T13:47:00Z,2011-03-02T17:50:00Z,JBC,ManmadePlatform,JBC_JBC-WEST BLUFF HEAD SMITH SOUND 5,162.0,154.0,,,NaN
JBC,OTN-Global,JBC-WEST BLUFF HEAD SMITH SOUND 5-VR2W-106158-3,OTN-GlobalJBCJBC-WEST BLUFF HEAD SMITH SOUND 5-VR2W-106158-3,VEMCO,VR2W,,,106158,48.18322,-53.79727,2011-03-02T18:15:00Z,,JBC,ManmadePlatform,JBC_JBC-WEST BLUFF HEAD SMITH SOUND 5,161.0,153.0,,,NaN
JBC,OTN-Global,JBC-BONAVISTA 6-VR2W-105443-2,OTN-GlobalJBCJBC-BONAVISTA 6-VR2W-105443-2,VEMCO,VR2W,,,105443,48.7378,-53.20362,2009-07-09T10:53:00Z,2009-11-25T18:01:17Z,JBC,ManmadePlatform,JBC_JBC-BONAVISTA 6,132.0,124.0,,,NaN
JBC,OTN-Global,JBC-GOOSEBERRY ISL SMITH SND 2-VR2W-106155-1,OTN-GlobalJBCJBC-GOOSEBERRY ISL SMITH SND 2-VR2W-106155-1,VEMCO,VR2W,,,106155,48.18858,-53.59907,2009-08-19T14:30:00Z,2010-04-30T15:32:30Z,JBC,ManmadePlatform,JBC_JBC-GOOSEBERRY ISL SMITH SND 2,205.0,197.0,,,NaN
JBC,OTN-Global,JBC-BACCALIEU TICKLE 1-VR2W-108454-7,OTN-GlobalJBCJBC-BACCALIEU TICKLE 1-VR2W-108454-7,VEMCO,VR2W,,,108454,48.09677,-52.836,2011-06-30T12:56:00Z,2012-08-27T15:55:00Z,JBC,ManmadePlatform,JBC_JBC-BACCALIEU TICKLE 1,105.0,97.0,,,NaN
JBC,OTN-Global,JBC-BACCALIEU TICKLE 1-VR2W-108454-6,OTN-GlobalJBCJBC-BACCALIEU TICKLE 1-VR2W-108454-6,VEMCO,VR2W,,,108454,48.09768,-52.83423,2010-10-22T14:00:00Z,2011-06-30T12:42:00Z,JBC,ManmadePlatform,JBC_JBC-BACCALIEU TICKLE 1,100.0,92.0,,,NaN
JBC,OTN-Global,JBC-BACCALIEU TICKLE 1-VR2W-108454-5,OTN-GlobalJBCJBC-BACCALIEU TICKLE 1-VR2W-108454-5,VEMCO,VR2W,,,108454,48.09162,-52.846,2010-06-30T15:20:00Z,2010-10-22T13:50:00Z,JBC,ManmadePlatform,JBC_JBC-BACCALIEU TICKLE 1,105.0,97.0,,,NaN
JBC,OTN-Global,JBC-BACCALIEU TICKLE 1-VR2W-108454-8,OTN-GlobalJBCJBC-BACCALIEU TICKLE 1-VR2W-108454-8,VEMCO,VR2W,,,108454,48.09657,-52.83595,2012-08-27T16:10:00Z,,JBC,ManmadePlatform,JBC_JBC-BACCALIEU TICKLE 1,113.0,105.0,,,NaN
JBC,OTN-Global,JBC-BONAVISTA 10-VR2W-105546-5,OTN-GlobalJBCJBC-BONAVISTA 10-VR2W-105546-5,VEMCO,VR2W,,,105546,48.77475,-53.25748,2010-07-05T14:12:00Z,,JBC,ManmadePlatform,JBC_JBC-BONAVISTA 10,325.0,317.0,,,NaN
JBC,OTN-Global,JBC-BACCALIEU TICKLE 2-VR2-6831-4,OTN-GlobalJBCJBC-BACCALIEU TICKLE 2-VR2-6831-4,VEMCO,VR2,,,6831,48.101,-52.82267,2008-11-07T20:05:00Z,2010-06-30T16:10:00Z,JBC,ManmadePlatform,JBC_JBC-BACCALIEU TICKLE 2,119.0,111.0,,,NaN
JBC,OTN-Global,JBC-BONAVISTA 10-VR2W-105546-4,OTN-GlobalJBCJBC-BONAVISTA 10-VR2W-105546-4,VEMCO,VR2W,,,105546,48.7784,-53.25872,2009-11-25T17:15:00Z,2010-07-05T14:00:00Z,JBC,ManmadePlatform,JBC_JBC-BONAVISTA 10,326.0,318.0,,,NaN
JBC,OTN-Global,JBC-BONAVISTA 10-VR2-7073-3,OTN-GlobalJBCJBC-BONAVISTA 10-VR2-7073-3,VEMCO,VR2,,,7073,48.7786,-53.25913,2009-07-12T21:10:00Z,2009-11-25T16:55:00Z,JBC,ManmadePlatform,JBC_JBC-BONAVISTA 10,326.0,318.0,,,NaN
JBC,OTN-Global,JBC-BACCALIEU TICKLE 2-VR2W-108455-7,OTN-GlobalJBCJBC-BACCALIEU TICKLE 2-VR2W-108455-7,VEMCO,VR2W,,,108455,48.10115,-52.82292,2012-08-27T17:05:00Z,,JBC,ManmadePlatform,JBC_JBC-BACCALIEU TICKLE 2,123.0,115.0,,,NaN
JBC,OTN-Global,JBC-BACCALIEU TICKLE 2-VR2W-108455-6,OTN-GlobalJBCJBC-BACCALIEU TICKLE 2-VR2W-108455-6,VEMCO,VR2W,,,108455,48.10087,-52.82217,2011-06-30T13:46:00Z,2012-08-27T17:00:00Z,JBC,ManmadePlatform,JBC_JBC-BACCALIEU TICKLE 2,120.0,112.0,,,NaN
JBC,OTN-Global,JBC-BACCALIEU TICKLE 2-VR2W-108455-5,OTN-GlobalJBCJBC-BACCALIEU TICKLE 2-VR2W-108455-5,VEMCO,VR2W,,,108455,48.10733,-52.82028,2010-06-30T16:25:00Z,2011-06-30T13:35:00Z,JBC,ManmadePlatform,JBC_JBC-BACCALIEU TICKLE 2,106.0,98.0,,,NaN
JBC,OTN-Global,JBC-GRATES COVE 1-VR2W-102135-7,OTN-GlobalJBCJBC-GRATES COVE 1-VR2W-102135-7,VEMCO,VR2W,,,102135,48.1794,-52.9531,2012-06-28T11:32:00Z,,JBC,ManmadePlatform,JBC_JBC-GRATES COVE 1,105.0,97.0,,,NaN
JBC,OTN-Global,JBC-GRATES COVE 2-VR2W-107578-7,OTN-GlobalJBCJBC-GRATES COVE 2-VR2W-107578-7,VEMCO,VR2W,,,107578,48.18555,-52.97307,2012-06-28T12:43:00Z,,JBC,ManmadePlatform,JBC_JBC-GRATES COVE 2,324.0,316.0,,,NaN
JBC,OTN-Global,JBC-NORTH PETTY HARBOUR 2-VR2-8101-2007,OTN-GlobalJBCJBC-NORTH PETTY HARBOUR 2-VR2-8101-2007,VEMCO,VR2,,,8101,47.47175,-52.61762,2007-11-15T11:50:00Z,,JBC,ManmadePlatform,JBC_JBC-NORTH PETTY HARBOUR 2,159.0,151.0,,,NaN
JBC,OTN-Global,JBC-BELLEVUE 1-VR2W-105452-3,OTN-GlobalJBCJBC-BELLEVUE 1-VR2W-105452-3,VEMCO,VR2W,,,105452,47.70493,-53.70007,2009-07-06T13:55:00Z,2010-07-02T20:00:00Z,JBC,ManmadePlatform,JBC_JBC-BELLEVUE 1,52.0,44.0,,,NaN
JBC,OTN-Global,JBC-BONAVENTURE HEAD 1-VR2W-105495-4,OTN-GlobalJBCJBC-BONAVENTURE HEAD 1-VR2W-105495-4,VEMCO,VR2W,,,105495,48.26333,-53.3924,2009-11-10T12:40:00Z,2010-07-03T14:30:00Z,JBC,ManmadePlatform,JBC_JBC-BONAVENTURE HEAD 1,90.0,82.0,,,NaN
JBC,OTN-Global,JBC-BONAVENTURE HEAD 1-VR2W-105495-5,OTN-GlobalJBCJBC-BONAVENTURE HEAD 1-VR2W-105495-5,VEMCO,VR2W,,,105495,48.25793,-53.38897,2010-07-03T14:45:00Z,2010-10-26T14:55:00Z,JBC,ManmadePlatform,JBC_JBC-BONAVENTURE HEAD 1,95.0,87.0,,,NaN
JBC,OTN-Global,JBC-BONAVENTURE HEAD 3-VR2W-105497-5,OTN-GlobalJBCJBC-BONAVENTURE HEAD 3-VR2W-105497-5,VEMCO,VR2W,,,105497,48.23917,-53.36858,2010-07-03T13:20:00Z,2011-07-02T21:03:00Z,JBC,ManmadePlatform,JBC_JBC-BONAVENTURE HEAD 3,174.0,166.0,,,NaN
JBC,OTN-Global,JBC-BONAVENTURE HEAD 3-VR2W-105497-6,OTN-GlobalJBCJBC-BONAVENTURE HEAD 3-VR2W-105497-6,VEMCO,VR2W,,,105497,48.24302,-53.36927,2011-07-02T21:15:00Z,2012-06-29T19:40:00Z,JBC,ManmadePlatform,JBC_JBC-BONAVENTURE HEAD 3,184.0,176.0,,,NaN
JBC,OTN-Global,JBC-SOUTH PETTY HARBOUR 1-VR2-7079-9,OTN-GlobalJBCJBC-SOUTH PETTY HARBOUR 1-VR2-7079-9,VEMCO,VR2,,,7079,47.44128,-52.64362,2009-10-21T15:40:00Z,2010-07-22T10:30:00Z,JBC,ManmadePlatform,JBC_JBC-SOUTH PETTY HARBOUR 1,91.0,83.0,,,NaN
JBC,OTN-Global,JBC-SOUTH PETTY HARBOUR 1-VR2W-105541-10,OTN-GlobalJBCJBC-SOUTH PETTY HARBOUR 1-VR2W-105541-10,VEMCO,VR2W,,,105541,47.44178,-52.64283,2010-07-22T11:00:00Z,2010-10-15T10:53:00Z,JBC,ManmadePlatform,JBC_JBC-SOUTH PETTY HARBOUR 1,97.0,89.0,,,NaN
JBC,OTN-Global,JBC-SOUTH PETTY HARBOUR 1-VR2W-105541-11,OTN-GlobalJBCJBC-SOUTH PETTY HARBOUR 1-VR2W-105541-11,VEMCO,VR2W,,,105541,47.44178,-52.64283,2010-10-15T13:05:00Z,2011-07-28T14:09:00Z,JBC,ManmadePlatform,JBC_JBC-SOUTH PETTY HARBOUR 1,97.0,89.0,,,NaN
