deployment_project_reference,datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,frequencies_monitored,receiver_coding_scheme,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id,bottom_depth,depth,deployment_comments,deployed_by,expected_receiver_life
,,,,,,,,,degrees_north,degrees_east,UTC,UTC,,,,m,m,,,
ACS,OTN-Global,ACS-SC3-VR2W-69-113619-1,OTN-GlobalACSACS-SC3-VR2W-69-113619-1,VEMCO,VR2W-69,,,VR2W-113619,65.4646,-65.971,2011-07-23T16:16:20Z,2012-08-25T19:24:00Z,ACS,ManmadePlatform,ACS_ACS-SC3,1500.0,1316.0,,,NaN
ACS,OTN-Global,ACS-WA4R1-VR2W-69-113644-1,OTN-GlobalACSACS-WA4R1-VR2W-69-113644-1,VEMCO,VR2W-69,,,VR2W-113644,66.1768,-66.7763,2011-07-31T18:08:00Z,2012-09-19T14:58:00Z,ACS,ManmadePlatform,ACS_ACS-WA4R1,275.0,263.0,,,NaN
ACS,OTN-Global,ACS-WA4R2-VR2W-69-113667-1,OTN-GlobalACSACS-WA4R2-VR2W-69-113667-1,VEMCO,VR2W-69,,,VR2W-113667,66.1776,-66.781,2011-07-31T18:38:00Z,2012-09-19T15:25:00Z,ACS,ManmadePlatform,ACS_ACS-WA4R2,482.0,470.0,,,NaN
ACS,OTN-Global,ACS-WA4R3-VR2W-69-113653-1,OTN-GlobalACSACS-WA4R3-VR2W-69-113653-1,VEMCO,VR2W-69,,,VR2W-113653,66.1826,-66.7935,2011-07-31T18:48:00Z,2012-09-19T15:41:00Z,ACS,ManmadePlatform,ACS_ACS-WA4R3,395.0,383.0,,,NaN
ACS,OTN-Global,ACS-WB1-VR2W-69-113650-1,OTN-GlobalACSACS-WB1-VR2W-69-113650-1,VEMCO,VR2W-69,,,VR2W-113650,66.1679,-66.6359,2011-07-31T21:22:00Z,2012-09-19T18:34:00Z,ACS,ManmadePlatform,ACS_ACS-WB1,361.0,349.0,,,NaN
ACS,OTN-Global,ACS-WB2-VR2W-69-113643-1,OTN-GlobalACSACS-WB2-VR2W-69-113643-1,VEMCO,VR2W-69,,,VR2W-113643,66.1608,-66.6474,2011-07-31T21:31:00Z,2012-09-19T18:22:00Z,ACS,ManmadePlatform,ACS_ACS-WB2,408.0,396.0,,,NaN
ACS,OTN-Global,ACS-WB3-VR2W-69-113658-1,OTN-GlobalACSACS-WB3-VR2W-69-113658-1,VEMCO,VR2W-69,,,VR2W-113658,66.1534,-66.6606,2011-07-31T21:39:00Z,2012-09-19T18:07:00Z,ACS,ManmadePlatform,ACS_ACS-WB3,434.0,422.0,,,NaN
ACS,OTN-Global,ACS-WB4-VR2W-69-113659-1,OTN-GlobalACSACS-WB4-VR2W-69-113659-1,VEMCO,VR2W-69,,,VR2W-113659,66.1461,-66.6736,2011-07-31T21:46:00Z,2012-09-19T17:50:00Z,ACS,ManmadePlatform,ACS_ACS-WB4,486.0,474.0,,,NaN
ACS,OTN-Global,ACS2014-MM03-SM2M-4032839-1,OTN-GlobalACSACS2014-MM03-SM2M-4032839-1,Wildlife Acoustics,SM2M,,,4032839,66.31185,-67.05075,2014-08-21T02:50:00Z,,ACS,ManmadePlatform,ACS_ACS2014-MM03,184.0,172.0,,,NaN
ACS,OTN-Global,ACS2014-Gate 1-VR2W-122787-1,OTN-GlobalACSACS2014-Gate 1-VR2W-122787-1,VEMCO,VR2W,,,122787,65.9932666667,-66.4927666667,2014-08-14T21:40:00Z,2015-10-12T03:56:00Z,ACS,ManmadePlatform,ACS_ACS2014-Gate 1,387.0,375.0,Joavee,,NaN
ACS,OTN-Global,ACS2014-Gate 2-VR2W-122784-1,OTN-GlobalACSACS2014-Gate 2-VR2W-122784-1,VEMCO,VR2W,,,122784,65.9726333333,-66.4776833333,2014-08-14T22:00:00Z,2015-10-12T09:45:00Z,ACS,ManmadePlatform,ACS_ACS2014-Gate 2,463.0,451.0,Joavee|Acoustic release caused some problems (not responding after release code) but mooring was successfully retrieved,,NaN
ACS,OTN-Global,ACS2014-MM02-SM2M-4032839-1,OTN-GlobalACSACS2014-MM02-SM2M-4032839-1,Wildlife Acoustics,SM2M,,,4032839,65.2454,-65.4748333333,2014-08-19T21:30:00Z,2015-10-11T06:08:00Z,ACS,ManmadePlatform,ACS_ACS2014-MM02,960.0,776.0,"Nuliajuk, deep SM2m 4032839",,NaN
ACS,OTN-Global,ACS2014-N5-VR2W-122789-1,OTN-GlobalACSACS2014-N5-VR2W-122789-1,VEMCO,VR2W,,,122789,66.0555833333,-66.46985,2014-08-14T22:32:00Z,2015-10-11T05:00:00Z,ACS,ManmadePlatform,ACS_ACS2014-N5,415.0,403.0,Joavee,,NaN
ACS,OTN-Global,ACS2014-N6-VR2W-122782-1,OTN-GlobalACSACS2014-N6-VR2W-122782-1,VEMCO,VR2W,,,122782,66.07195,-66.4183166667,2014-08-14T22:52:00Z,2015-10-11T05:34:00Z,ACS,ManmadePlatform,ACS_ACS2014-N6,350.0,338.0,Joavee,,NaN
ACS,OTN-Global,ACS2014-MM01-SM2M-4032858-1,OTN-GlobalACSACS2014-MM01-SM2M-4032858-1,Wildlife Acoustics,SM2M,,,4032858,65.31061667,-65.11536667,2014-08-16T04:00:00Z,2016-08-16T00:00:00Z,ACS,ManmadePlatform,ACS_ACS2014-MM01,202.0,190.0,Nuliajuk|Ice in the sound was too thick to access moorings|Recovered by Paul McCarney on Joavee's boat,,NaN
ACS,OTN-Global,ACS2014-N1-VR2W-122791-1,OTN-GlobalACSACS2014-N1-VR2W-122791-1,VEMCO,VR2W,,,122791,66.2001166667,-66.88915,2014-08-21T03:05:00Z,2016-08-16T00:00:00Z,ACS,ManmadePlatform,ACS_ACS2014-N1,630.0,618.0,Joavee|Ice in the sound was too thick to access moorings|Recovered by Paul McCarney on Joavee's boat,,NaN
ACS,OTN-Global,ACS2014-N2-VR2W-122790-1,OTN-GlobalACSACS2014-N2-VR2W-122790-1,VEMCO,VR2W,,,122790,66.2144166667,-66.8482666667,2014-08-21T16:12:00Z,2016-08-16T00:00:00Z,ACS,ManmadePlatform,ACS_ACS2014-N2,456.0,444.0,Joavee|Ice in the sound was too thick to access moorings|Recovered by Paul McCarney on Joavee's boat,,NaN
ACS,OTN-Global,ACS2014-S01-VR2W-122793-1,OTN-GlobalACSACS2014-S01-VR2W-122793-1,VEMCO,VR2W,,,122793,65.81471667,-66.22013333,2014-08-16T04:00:00Z,2015-10-11T14:39:00Z,ACS,ManmadePlatform,ACS_ACS2014-S01,903.0,719.0,Nuliajuk|Mooring heavily wrapped with ropes/fishing gear,,NaN
ACS,OTN-Global,ACS2014-S02-VR2W-122786-1,OTN-GlobalACSACS2014-S02-VR2W-122786-1,VEMCO,VR2W,,,122786,65.82628333,-66.13846667,2014-08-16T04:00:00Z,2015-10-11T13:29:00Z,ACS,ManmadePlatform,ACS_ACS2014-S02,1065.0,881.0,Joavee,,NaN
ACS,OTN-Global,ACS2014-S05-VR2W-122788-1,OTN-GlobalACSACS2014-S05-VR2W-122788-1,VEMCO,VR2W,,,122788,65.47535,-65.891,2014-08-16T04:00:00Z,2015-10-11T10:10:00Z,ACS,ManmadePlatform,ACS_ACS2014-S05,1200.0,1016.0,Nuliajuk - Aaron recorded 65.475 N,,NaN
ACS,OTN-Global,ACS2014-S06-VR2W-122783-1,OTN-GlobalACSACS2014-S06-VR2W-122783-1,VEMCO,VR2W,,,122783,65.46468333,-65.9711,2014-08-16T04:00:00Z,2015-10-11T09:20:00Z,ACS,ManmadePlatform,ACS_ACS2014-S06,1145.0,961.0,Nuliajuk,,NaN
ACS,OTN-Global,ACS2014-S09-VR2W-122792-1,OTN-GlobalACSACS2014-S09-VR2W-122792-1,VEMCO,VR2W,,,122792,65.2369,-65.5673166667,2014-08-19T20:30:00Z,2015-10-11T03:14:00Z,ACS,ManmadePlatform,ACS_ACS2014-S09,1063.0,879.0,Nuliajuk - Aaron recorded -65.282 W,,NaN
ACS,OTN-Global,CS2015-GATE01-VR2W-122787-2,OTN-GlobalACSCS2015-GATE01-VR2W-122787-2,VEMCO,VR2W,,,122787,65.99283,-66.493,2015-10-12T04:19:00Z,2016-08-16T00:00:00Z,ACS,ManmadePlatform,ACS_ACS2015-GATE01,364.0,354.0,Recovered by Paul McCarney on Joavee's boat,,NaN
ACS,OTN-Global,ACS2014-MM02-VR2W-122785-1,OTN-GlobalACSACS2014-MM02-VR2W-122785-1,VEMCO,VR2W,,,122785,65.2454,-65.4748333333,2014-08-19T23:30:00Z,2015-10-11T04:16:00Z,ACS,ManmadePlatform,ACS_ACS2014-MM02,960.0,776.0,Nuliajuk,,NaN
ACS,OTN-Global,CS2015-GATE02-VR2W-122784-2,OTN-GlobalACSCS2015-GATE02-VR2W-122784-2,VEMCO,VR2W,,,122784,65.9765,-66.47767,2015-10-12T10:14:00Z,2016-08-16T00:00:00Z,ACS,ManmadePlatform,ACS_ACS2015-GATE02,567.0,557.0,Recovered by Paul McCarney on Joavee's boat,,NaN
ACS,OTN-Global,CS2015-N04-VR2W-122782-1,OTN-GlobalACSCS2015-N04-VR2W-122782-1,VEMCO,VR2W,,,122782,66.15033,-66.69433,2015-10-12T06:56:00Z,2016-08-16T00:00:00Z,ACS,ManmadePlatform,ACS_ACS2015-N04,610.0,600.0,Recovered by Paul McCarney on Joavee's boat,,NaN
ACS,OTN-Global,CS2015-N05-VR2W-127927-2,OTN-GlobalACSCS2015-N05-VR2W-127927-2,VEMCO,VR2W,,,127927,66.056,-66.47,2015-10-12T05:10:00Z,2016-08-16T00:00:00Z,ACS,ManmadePlatform,ACS_ACS2015-N05,385.0,375.0,Recovered by Paul McCarney on Joavee's boat,,NaN
ACS,OTN-Global,CS2015-N06-VR2W-122789-2,OTN-GlobalACSCS2015-N06-VR2W-122789-2,VEMCO,VR2W,,,122789,66.07183,-66.41733,2015-10-12T05:42:00Z,2016-08-16T00:00:00Z,ACS,ManmadePlatform,ACS_ACS2015-N06,330.0,320.0,Recovered by Paul McCarney on Joavee's boat,,NaN
ACS,OTN-Global,CS2015-S01-VR2W-122786-2,OTN-GlobalACSCS2015-S01-VR2W-122786-2,VEMCO,VR2W,,,122786,65.815,-66.22033,2015-10-11T14:52:00Z,2016-08-29T14:59:00Z,ACS,ManmadePlatform,ACS_ACS2015-S01,882.0,692.0,,,NaN
ACS,OTN-Global,CS2015-S02-VR2W-122793-2,OTN-GlobalACSCS2015-S02-VR2W-122793-2,VEMCO,VR2W,,,122793,65.826,-66.13783,2015-10-11T15:18:00Z,2016-08-29T15:52:00Z,ACS,ManmadePlatform,ACS_ACS2015-S02,1034.0,844.0,,,NaN
ACS,OTN-Global,CS2015-S03-VR2W-122783-1,OTN-GlobalACSCS2015-S03-VR2W-122783-1,VEMCO,VR2W,,,122783,65.62383,-66.00217,2015-10-11T11:31:00Z,2016-08-29T18:00:00Z,ACS,ManmadePlatform,ACS_ACS2015-S03,1025.0,835.0,,,NaN
ACS,OTN-Global,CS2015-S04-VR2W-122788-1,OTN-GlobalACSCS2015-S04-VR2W-122788-1,VEMCO,VR2W,,,122788,65.631,-65.92,2015-10-11T11:46:00Z,2016-08-29T17:00:00Z,ACS,ManmadePlatform,ACS_ACS2015-S04,1129.0,939.0,,,NaN
ACS,OTN-Global,CS2015-S05-VR2W-122785-2,OTN-GlobalACSCS2015-S05-VR2W-122785-2,VEMCO,VR2W,,,122785,65.475,-65.89117,2015-10-11T10:26:00Z,2016-08-29T20:27:00Z,ACS,ManmadePlatform,ACS_ACS2015-S05,1198.0,1008.0,,,NaN
ACS,OTN-Global,CS2015-S06-VR2W-122792-2,OTN-GlobalACSCS2015-S06-VR2W-122792-2,VEMCO,VR2W,,,122792,65.46483,-65.97083,2015-10-11T09:33:00Z,2016-08-29T21:08:00Z,ACS,ManmadePlatform,ACS_ACS2015-S06,1103.0,913.0,,,NaN
ACS,OTN-Global,CS2015-S07-VR2W-127919-2,OTN-GlobalACSCS2015-S07-VR2W-127919-2,VEMCO,VR2W,,,127919,65.359,-65.7885,2015-10-11T08:08:00Z,2016-08-29T22:56:00Z,ACS,ManmadePlatform,ACS_ACS2015-S07,1091.0,901.0,,,NaN
ACS,OTN-Global,CS2015-S08-VR2W-127931-2,OTN-GlobalACSCS2015-S08-VR2W-127931-2,VEMCO,VR2W,,,127931,65.375,-65.70933,2015-10-11T07:52:00Z,2016-08-29T23:42:00Z,ACS,ManmadePlatform,ACS_ACS2015-S08,1070.0,880.0,,,NaN
ACS,OTN-Global,CS2015-S09-VR2W-127920-2,OTN-GlobalACSCS2015-S09-VR2W-127920-2,VEMCO,VR2W,,,127920,65.237,-65.56783,2015-10-11T03:36:00Z,2016-08-30T01:23:00Z,ACS,ManmadePlatform,ACS_ACS2015-S09,1061.0,871.0,,,NaN
ACS,OTN-Global,CS2015-S09-VR2W-127928-2,OTN-GlobalACSCS2015-S09-VR2W-127928-2,VEMCO,VR2W,,,127928,65.237,-65.56783,2015-10-11T03:36:00Z,2016-08-30T01:23:00Z,ACS,ManmadePlatform,ACS_ACS2015-S09,1061.0,871.0,,,NaN
ACS,OTN-Global,CS2015-S10-VR2W-127917-2,OTN-GlobalACSCS2015-S10-VR2W-127917-2,VEMCO,VR2W,,,127917,65.245,-65.47517,2015-10-11T04:29:00Z,2016-09-30T02:10:00Z,ACS,ManmadePlatform,ACS_ACS2015-S10,959.0,769.0,,,NaN
ALS,OTN-Global,RB20-VR2W-180-300778-3,OTN-GlobalALSRB20-VR2W-180-300778-3,VEMCO,VR2W-180,,,300778,74.67718,-94.86147,2014-08-14T15:00:00Z,2015-08-13T15:36:00Z,ALS,ManmadePlatform,ALS_RB20,13.0,10.0,,,NaN
ALS,OTN-Global,MAX0013-VR4-250058-1,OTN-GlobalALSMAX0013-VR4-250058-1,VEMCO,VR4,,,250058,74.43416,-88.41601,2011-09-01T22:07:42Z,2015-08-30T14:45:00Z,ALS,ManmadePlatform,ALS_MAX0013,NaN,NaN,,,NaN
ALS,OTN-Global,MAX0014-VR4-250061-1,OTN-GlobalALSMAX0014-VR4-250061-1,VEMCO,VR4,,,250061,74.42041,-88.41601,2011-09-01T22:16:07Z,2015-08-30T15:00:00Z,ALS,ManmadePlatform,ALS_MAX0014,NaN,NaN,"Changed trasponder, getting a much better signal now!",,NaN
ALS,OTN-Global,MAX0017-VR4-250059-1,OTN-GlobalALSMAX0017-VR4-250059-1,VEMCO,VR4,,,250059,74.37945,-88.41621,2011-09-01T22:39:57Z,2015-08-30T15:54:00Z,ALS,ManmadePlatform,ALS_MAX0017,NaN,NaN,Break for lunch,,NaN
ALS,OTN-Global,MAX0018-VR4-250071-1,OTN-GlobalALSMAX0018-VR4-250071-1,VEMCO,VR4,,,250071,74.36573,-88.41631,2011-09-01T22:56:58Z,2015-08-30T16:44:00Z,ALS,ManmadePlatform,ALS_MAX0018,NaN,NaN,,,NaN
ALS,OTN-Global,MAX0019-VR4-250076-1,OTN-GlobalALSMAX0019-VR4-250076-1,VEMCO,VR4,,,250076,74.35214,-88.41613,2011-09-01T23:04:56Z,2015-08-30T17:02:00Z,ALS,ManmadePlatform,ALS_MAX0019,NaN,NaN,,,NaN
ALS,OTN-Global,MAX0020-VR4-250078-1,OTN-GlobalALSMAX0020-VR4-250078-1,VEMCO,VR4,,,250078,74.33847,-88.41628,2011-09-01T23:20:52Z,2015-08-30T17:27:00Z,ALS,ManmadePlatform,ALS_MAX0020,NaN,NaN,,,NaN
ALS,OTN-Global,Pentagon-R01-VR2W-110536-1,OTN-GlobalALSPentagon-R01-VR2W-110536-1,VEMCO,VR2W,,,110536,74.7427,-95.06689,2010-08-22T16:03:00Z,2010-08-29T16:03:00Z,ALS,ManmadePlatform,ALS_Pentagon-R01,9.0,NaN,no depth information received,,NaN
ALS,OTN-Global,69test-R01-VR2W-110532-1,OTN-GlobalALS69test-R01-VR2W-110532-1,VEMCO,VR2W,,,110532,74.74105,-95.05037,2010-08-09T14:03:00Z,2010-08-10T17:00:00Z,ALS,ManmadePlatform,ALS_69test-R01,2.7,NaN,no depth information received,,NaN
ALS,OTN-Global,69test-R02-VR2W-110533-1,OTN-GlobalALS69test-R02-VR2W-110533-1,VEMCO,VR2W,,,110533,74.74291,-95.05498,2010-08-09T22:51:00Z,2010-08-10T17:00:00Z,ALS,ManmadePlatform,ALS_69test-R02,9.6,NaN,no depth information received,,NaN
ALS,OTN-Global,69test-R03-VR2W-110534-1,OTN-GlobalALS69test-R03-VR2W-110534-1,VEMCO,VR2W,,,110534,74.74059,-95.05988,2010-08-09T23:00:00Z,2010-08-10T17:00:00Z,ALS,ManmadePlatform,ALS_69test-R03,2.6,NaN,no depth information received,,NaN
ALS,OTN-Global,69test-R04-VR2W-110527-1,OTN-GlobalALS69test-R04-VR2W-110527-1,VEMCO,VR2W,,,110527,74.73755,-95.06186,2010-08-10T14:08:00Z,2010-08-10T17:00:00Z,ALS,ManmadePlatform,ALS_69test-R04,18.9,NaN,no depth information received,,NaN
ALS,OTN-Global,69test-R05-VR2W-110525-1,OTN-GlobalALS69test-R05-VR2W-110525-1,VEMCO,VR2W,,,110525,74.73573,-95.05611,2010-08-10T14:00:00Z,2010-08-10T17:00:00Z,ALS,ManmadePlatform,ALS_69test-R05,9.7,NaN,no depth information received,,NaN
ALS,OTN-Global,69test-R06-VR2W-110526-1,OTN-GlobalALS69test-R06-VR2W-110526-1,VEMCO,VR2W,,,110526,74.73939,-95.05593,2010-08-10T14:10:00Z,2010-08-10T17:00:00Z,ALS,ManmadePlatform,ALS_69test-R06,7.8,NaN,no depth information received,,NaN
ALS,OTN-Global,69test-R07-VR2W-110529-1,OTN-GlobalALS69test-R07-VR2W-110529-1,VEMCO,VR2W,,,110529,74.73748,-95.05186,2010-08-10T12:38:00Z,2010-08-10T17:00:00Z,ALS,ManmadePlatform,ALS_69test-R07,2.8,NaN,no depth information received,,NaN
ALS,OTN-Global,69test-R08-VR2W-110530-1,OTN-GlobalALS69test-R08-VR2W-110530-1,VEMCO,VR2W,,,110530,74.7339,-95.05067,2010-08-10T12:23:00Z,2010-08-10T17:00:00Z,ALS,ManmadePlatform,ALS_69test-R08,8.7,NaN,no depth information received,,NaN
ALS,OTN-Global,RB23-2014-300767-3,OTN-GlobalALSRB23-2014-300767-3,VEMCO,VR2W-180,,,300767,74.67716,-94.82288,2014-08-24T15:54:00Z,2015-08-13T15:25:00Z,ALS,ManmadePlatform,ALS_RB23-2014,18.0,15.0,,,NaN
ALS,OTN-Global,Rockface-R09-VR2W-300623-1,OTN-GlobalALSRockface-R09-VR2W-300623-1,VEMCO,VR2W,,,300623,74.73543,-95.05419,2010-08-14T20:51:00Z,2010-08-20T18:01:00Z,ALS,ManmadePlatform,ALS_Rockface-R09,12.8,NaN,no depth information received,,NaN
ALS,OTN-Global,Rockface-R10-VR2W-300587-1,OTN-GlobalALSRockface-R10-VR2W-300587-1,VEMCO,VR2W,,,300587,74.73463,-95.05037,2010-08-14T18:19:00Z,2010-08-20T16:05:00Z,ALS,ManmadePlatform,ALS_Rockface-R10,3.1,NaN,no depth information received,,NaN
ALS,OTN-Global,Rockface-R11-VR2W-300583-1,OTN-GlobalALSRockface-R11-VR2W-300583-1,VEMCO,VR2W,,,300583,74.73469,-95.05372,2010-08-14T20:24:00Z,2010-08-20T18:22:00Z,ALS,ManmadePlatform,ALS_Rockface-R11,9.5,NaN,no depth information received,,NaN
ALS,OTN-Global,Pentagon-R02-VR2W-110551-1,OTN-GlobalALSPentagon-R02-VR2W-110551-1,VEMCO,VR2W,,,110551,74.73913,-95.05956,2010-08-22T16:14:00Z,2010-08-26T00:00:00Z,ALS,ManmadePlatform,ALS_Pentagon-R02,3.2,NaN,no depth information received,,NaN
ALS,OTN-Global,Pentagon-R03-VR2W-110539-1,OTN-GlobalALSPentagon-R03-VR2W-110539-1,VEMCO,VR2W,,,110539,74.73763,-95.05409,2010-08-22T16:19:00Z,2010-08-29T10:00:00Z,ALS,ManmadePlatform,ALS_Pentagon-R03,4.5,NaN,no depth information received,,NaN
ALS,OTN-Global,Pentagon-R04-VR2W-110524-1,OTN-GlobalALSPentagon-R04-VR2W-110524-1,VEMCO,VR2W,,,110524,74.74083,-95.04848,2010-08-22T15:22:00Z,2010-08-26T00:00:00Z,ALS,ManmadePlatform,ALS_Pentagon-R04,2.5,NaN,no depth information received,,NaN
ALS,OTN-Global,Pentagon-R05-VR2W-110552-1,OTN-GlobalALSPentagon-R05-VR2W-110552-1,VEMCO,VR2W,,,110552,74.74413,-95.05431,2010-08-22T15:57:00Z,2010-08-29T16:07:00Z,ALS,ManmadePlatform,ALS_Pentagon-R05,6.7,NaN,no depth information received,,NaN
ALS,OTN-Global,Pentagon-R06-VR2W-110553-1,OTN-GlobalALSPentagon-R06-VR2W-110553-1,VEMCO,VR2W,,,110553,74.74271,-95.0541,2010-08-22T15:13:00Z,2010-08-23T15:37:00Z,ALS,ManmadePlatform,ALS_Pentagon-R06,10.0,NaN,no depth information received,,NaN
ALS,OTN-Global,RBBP3-2014-300592-2,OTN-GlobalALSRBBP3-2014-300592-2,VEMCO,VR2W-180,,,300592,74.6248,-94.91418,2014-09-01T15:53:00Z,2015-08-14T10:55:00Z,ALS,ManmadePlatform,ALS_RBBP3-2014,100.0,99.0,,,NaN
ALS,OTN-Global,Pentagon-R07-VR2W-110555-1,OTN-GlobalALSPentagon-R07-VR2W-110555-1,VEMCO,VR2W,,,110555,74.74267,-95.05243,2010-08-22T15:09:00Z,2010-08-23T15:29:00Z,ALS,ManmadePlatform,ALS_Pentagon-R07,8.0,NaN,no depth information received,,NaN
ALS,OTN-Global,Pentagon-R08-VR2W-110526-1,OTN-GlobalALSPentagon-R08-VR2W-110526-1,VEMCO,VR2W,,,110526,74.74081,-95.05868,2010-08-22T16:50:00Z,2010-08-29T16:52:00Z,ALS,ManmadePlatform,ALS_Pentagon-R08,2.0,NaN,no depth information received,,NaN
ALS,OTN-Global,Pentagon-R09-VR2W-110532-1,OTN-GlobalALSPentagon-R09-VR2W-110532-1,VEMCO,VR2W,,,110532,74.7411,-95.05048,2010-08-22T15:09:00Z,2010-08-29T16:20:00Z,ALS,ManmadePlatform,ALS_Pentagon-R09,2.9,NaN,no depth information received,,NaN
ALS,OTN-Global,Pentagon-R10-VR2W-110529-1,OTN-GlobalALSPentagon-R10-VR2W-110529-1,VEMCO,VR2W,,,110529,74.73745,-95.05187,2010-08-22T15:09:00Z,2010-08-29T14:22:00Z,ALS,ManmadePlatform,ALS_Pentagon-R10,2.9,NaN,no depth information received,,NaN
ALS,OTN-Global,Pentagon-R11-VR2W-110527-1,OTN-GlobalALSPentagon-R11-VR2W-110527-1,VEMCO,VR2W,,,110527,74.73795,-95.06003,2010-08-22T15:09:00Z,2010-08-25T10:30:00Z,ALS,ManmadePlatform,ALS_Pentagon-R11,7.5,NaN,no depth information received,,NaN
ALS,OTN-Global,Octagon-R09-VR2W-300615-1,OTN-GlobalALSOctagon-R09-VR2W-300615-1,VEMCO,VR2W,,,300615,74.74271,-95.0541,2010-08-22T15:15:00Z,2010-08-23T15:37:00Z,ALS,ManmadePlatform,ALS_Octagon-R09,8.5,NaN,no depth information received,,NaN
ALS,OTN-Global,Octagon-R10-VR2W-300054-1,OTN-GlobalALSOctagon-R10-VR2W-300054-1,VEMCO,VR2W,,,300054,74.74267,-95.05243,2010-08-22T15:10:00Z,2010-08-23T15:27:00Z,ALS,ManmadePlatform,ALS_Octagon-R10,6.5,NaN,no depth information received,,NaN
ALS,OTN-Global,Octagon-R11-VR2W-300603-1,OTN-GlobalALSOctagon-R11-VR2W-300603-1,VEMCO,VR2W,,,300603,74.74072,-95.05114,2010-08-26T10:41:00Z,2010-08-29T16:22:00Z,ALS,ManmadePlatform,ALS_Octagon-R11,1.4,NaN,no depth information received,,NaN
ALS,OTN-Global,Octagon-R12-VR2W-300606-1,OTN-GlobalALSOctagon-R12-VR2W-300606-1,VEMCO,VR2W,,,300606,74.74125,-95.04933,2010-08-26T10:41:00Z,2010-08-29T16:17:00Z,ALS,ManmadePlatform,ALS_Octagon-R12,1.7,NaN,no depth information received,,NaN
ALS,OTN-Global,180test-R01-VR2W-300603-1,OTN-GlobalALS180test-R01-VR2W-300603-1,VEMCO,VR2W,,,300603,74.74107,-95.05182,2010-08-12T01:50:00Z,2010-08-18T18:46:00Z,ALS,ManmadePlatform,ALS_180test-R01,3.3,NaN,no depth information received,,NaN
ALS,OTN-Global,180test-R02-VR2W-300607-1,OTN-GlobalALS180test-R02-VR2W-300607-1,VEMCO,VR2W,,,300607,74.74009,-95.05177,2010-08-12T02:30:00Z,2010-08-18T18:02:00Z,ALS,ManmadePlatform,ALS_180test-R02,5.9,NaN,no depth information received,,NaN
ALS,OTN-Global,180test-R03-VR2W-300051-1,OTN-GlobalALS180test-R03-VR2W-300051-1,VEMCO,VR2W,,,300051,74.74013,-95.04867,2010-08-12T03:05:00Z,2010-08-18T18:24:00Z,ALS,ManmadePlatform,ALS_180test-R03,4.6,NaN,no depth information received,,NaN
ALS,OTN-Global,180test-R04-VR2W-300606-1,OTN-GlobalALS180test-R04-VR2W-300606-1,VEMCO,VR2W,,,300606,74.74099,-95.04947,2010-08-12T01:30:00Z,2010-08-18T18:34:00Z,ALS,ManmadePlatform,ALS_180test-R04,2.9,NaN,no depth information received,,NaN
ALS,OTN-Global,McMaster-R01-VR2W-300595-1,OTN-GlobalALSMcMaster-R01-VR2W-300595-1,VEMCO,VR2W,,,300595,74.74993,-95.06607,2010-08-16T00:40:00Z,2010-08-18T12:16:00Z,ALS,ManmadePlatform,ALS_McMaster-R01,3.8,NaN,no depth information received,,NaN
ALS,OTN-Global,McMaster-R02-VR2W-300611-1,OTN-GlobalALSMcMaster-R02-VR2W-300611-1,VEMCO,VR2W,,,300611,74.74992,-95.06952,2010-08-16T00:47:00Z,2010-08-18T12:29:00Z,ALS,ManmadePlatform,ALS_McMaster-R02,6.8,NaN,no depth information received,,NaN
ALS,OTN-Global,McMaster-R03-VR2W-300598-1,OTN-GlobalALSMcMaster-R03-VR2W-300598-1,VEMCO,VR2W,,,300598,74.74983,-95.07306,2010-08-16T00:52:00Z,2010-08-18T12:39:00Z,ALS,ManmadePlatform,ALS_McMaster-R03,4.5,NaN,no depth information received,,NaN
ALS,OTN-Global,McMaster-R04-VR2W-300588-1,OTN-GlobalALSMcMaster-R04-VR2W-300588-1,VEMCO,VR2W,,,300588,74.74893,-95.06599,2010-08-16T01:00:00Z,2010-08-18T12:53:00Z,ALS,ManmadePlatform,ALS_McMaster-R04,8.0,NaN,no depth information received,,NaN
ALS,OTN-Global,McMaster-R05-VR2W-300613-1,OTN-GlobalALSMcMaster-R05-VR2W-300613-1,VEMCO,VR2W,,,300613,74.74901,-95.06943,2010-08-16T02:01:00Z,2010-08-18T13:03:00Z,ALS,ManmadePlatform,ALS_McMaster-R05,7.3,NaN,no depth information received,,NaN
ALS,OTN-Global,McMaster-R06-VR2W-300585-1,OTN-GlobalALSMcMaster-R06-VR2W-300585-1,VEMCO,VR2W,,,300585,74.74905,-95.07275,2010-08-16T02:05:00Z,2010-08-18T13:09:00Z,ALS,ManmadePlatform,ALS_McMaster-R06,9.0,NaN,no depth information received,,NaN
ALS,OTN-Global,McMaster-R07-VR2W-300059-1,OTN-GlobalALSMcMaster-R07-VR2W-300059-1,VEMCO,VR2W,,,300059,74.74812,-95.06664,2010-08-16T01:02:00Z,2010-08-18T13:22:00Z,ALS,ManmadePlatform,ALS_McMaster-R07,9.4,NaN,no depth information received,,NaN
