date,Tag.ID,Transmitter.Name,common_name,Consecutive.Dispersal
2003-03-08,37376,1702002,Salmon Shark,44.32561970134709
2003-03-09,37375,1702005,Salmon Shark,436.00830197546946
2003-03-09,37376,1702002,Salmon Shark,54.574508526285584
2003-03-09,37383,1702003,Salmon Shark,114.44760745773466
2003-03-10,37376,1702002,Salmon Shark,29.806923424455036
2003-03-10,37382,1702011,Salmon Shark,264.56605519281675
2003-03-10,37383,1702003,Salmon Shark,70.44567602438413
2003-03-11,37376,1702002,Salmon Shark,49.128054914956415
2003-03-11,37383,1702003,Salmon Shark,46.19255991987549
2003-03-12,37376,1702002,Salmon Shark,55.46041871659633
2003-03-13,37376,1702002,Salmon Shark,56.14405868879238
2003-03-14,37375,1702005,Salmon Shark,467.3366214542279
2003-03-16,37383,1702003,Salmon Shark,341.10139601167486
2003-03-17,37375,1702005,Salmon Shark,162.57162576691297
2003-03-17,37376,1702002,Salmon Shark,108.76536194841536
2003-03-17,37383,1702003,Salmon Shark,33.143352929033426
2003-03-18,37383,1702003,Salmon Shark,9.542895568617428
2003-03-19,37383,1702003,Salmon Shark,31.258910683597
2003-03-21,37375,1702005,Salmon Shark,346.4958793742139
2003-03-21,37376,1702002,Salmon Shark,63.27716693994117
2003-03-21,37383,1702003,Salmon Shark,116.39015375867017
2003-03-25,37383,1702003,Salmon Shark,202.98073047488316
2003-03-26,37383,1702003,Salmon Shark,32.29657952242301
2003-03-27,37383,1702003,Salmon Shark,26.975015195255573
2003-03-30,37383,1702003,Salmon Shark,103.35396403180557
2003-04-03,37383,1702003,Salmon Shark,212.54291002363033
2003-04-04,37382,1702011,Salmon Shark,506.2872965205289
2003-04-04,37383,1702003,Salmon Shark,51.06054988418323
2003-04-07,37382,1702011,Salmon Shark,152.15317813050007
2003-04-07,37383,1702003,Salmon Shark,103.57057103719248
2003-04-13,37382,1702011,Salmon Shark,254.5174865873631
2003-04-16,37382,1702011,Salmon Shark,156.71396658928703
2003-04-19,37374,1702009,Salmon Shark,480.3164521854005
2003-04-22,37382,1702011,Salmon Shark,416.03676519059115
2003-04-23,37380,1702008,Salmon Shark,911.0826349964375
2003-04-25,37382,1702011,Salmon Shark,176.73822033174798
2003-04-27,37374,1702009,Salmon Shark,10.463472070910713
2003-04-28,37383,1702003,Salmon Shark,185.110399670794
2003-05-01,37374,1702009,Salmon Shark,31.607749696174007
2003-05-01,37382,1702011,Salmon Shark,157.93004236239597
2003-05-04,37382,1702011,Salmon Shark,131.7397978893271
2003-05-09,37380,1702008,Salmon Shark,632.4711597338593
2003-05-10,37382,1702011,Salmon Shark,367.37172127787414
2003-05-13,37382,1702011,Salmon Shark,186.2880800853491
2003-05-17,37377,1702010,Salmon Shark,105.3110124985303
2003-05-25,37377,1702010,Salmon Shark,11.894953918681287
2003-05-27,37377,1702010,Salmon Shark,4.075884615852919
2003-05-28,37382,1702011,Salmon Shark,1200.066418361672
2003-05-31,37377,1702010,Salmon Shark,16.46155351829759
2003-05-31,37382,1702011,Salmon Shark,57.10488056110373
2003-06-01,37377,1702010,Salmon Shark,4.554186646542466
2003-06-09,9719,1803001,Common Thresher Shark,0
2003-06-10,9719,1803001,Common Thresher Shark,28.840361463154167
2003-06-11,9719,1803001,Common Thresher Shark,12.253954019337868
2003-06-12,9719,1803001,Common Thresher Shark,36.31313996550667
2003-06-13,9719,1803001,Common Thresher Shark,38.58938037363828
2003-06-13,37382,1702011,Salmon Shark,82.14415240785738
2003-06-14,9719,1803001,Common Thresher Shark,23.392494784201983
2003-06-14,37383,1702003,Salmon Shark,1452.1142464894442
2003-06-15,9719,1803001,Common Thresher Shark,23.25395335678905
2003-06-16,9719,1803001,Common Thresher Shark,23.93167452724837
2003-06-16,37375,1702005,Salmon Shark,1020.2843079948781
2003-06-16,37383,1702003,Salmon Shark,152.49252036265366
2003-06-17,9719,1803001,Common Thresher Shark,20.255320481440013
2003-06-17,37375,1702005,Salmon Shark,31.71057404219252
2003-06-18,9719,1803001,Common Thresher Shark,25.584767214481893
2003-06-19,9719,1803001,Common Thresher Shark,29.130995117248403
2003-06-20,9719,1803001,Common Thresher Shark,8.21017600673818
2003-06-21,37375,1702005,Salmon Shark,141.96845159809095
2003-06-25,37377,1702010,Salmon Shark,16.543593065984876
2003-06-26,19566,1503001,Shortfin Mako Shark,1.5638787780224348
2003-06-26,37375,1702005,Salmon Shark,220.12543102123345
2003-06-27,19566,1503001,Shortfin Mako Shark,12.354429406954582
2003-06-28,19566,1503001,Shortfin Mako Shark,21.481885562713778
2003-06-28,37375,1702005,Salmon Shark,104.74964977446884
2003-07-01,19566,1503001,Shortfin Mako Shark,31.228520394348564
2003-07-01,37375,1702005,Salmon Shark,70.18433336171898
2003-07-02,18955,1503003,Shortfin Mako Shark,0
2003-07-02,25105,1503004,Shortfin Mako Shark,1.001234020833686
2003-07-02,25106,1503006,Shortfin Mako Shark,5.950816417057275
2003-07-02,37375,1702005,Salmon Shark,25.168032305490957
2003-07-03,25105,1503004,Shortfin Mako Shark,83.74437364733944
2003-07-03,25106,1503006,Shortfin Mako Shark,34.28671484540459
2003-07-04,18955,1503003,Shortfin Mako Shark,23.635619974964385
2003-07-04,19566,1503001,Shortfin Mako Shark,65.54991767985719
2003-07-04,19570,1503008,Shortfin Mako Shark,0
2003-07-04,25105,1503004,Shortfin Mako Shark,63.18343415603701
2003-07-04,25106,1503006,Shortfin Mako Shark,59.671921022384325
2003-07-05,19566,1503001,Shortfin Mako Shark,49.21459490239076
2003-07-05,19570,1503008,Shortfin Mako Shark,89.06810602860446
2003-07-05,25105,1503004,Shortfin Mako Shark,61.36990581532768
2003-07-05,25106,1503006,Shortfin Mako Shark,40.77474795545253
2003-07-05,37375,1702005,Salmon Shark,151.56319737679812
2003-07-05,37610,1503010,Shortfin Mako Shark,2.5577196124374697
2003-07-06,19566,1503001,Shortfin Mako Shark,44.32678436536371
2003-07-06,19570,1503008,Shortfin Mako Shark,58.20319347266822
2003-07-06,25105,1503004,Shortfin Mako Shark,19.685942815543264
2003-07-06,25106,1503006,Shortfin Mako Shark,71.08368901389383
2003-07-06,37610,1503010,Shortfin Mako Shark,11.292638636084833
2003-07-07,19566,1503001,Shortfin Mako Shark,16.92970825812857
2003-07-07,19570,1503008,Shortfin Mako Shark,30.569669951211335
2003-07-07,25105,1503004,Shortfin Mako Shark,34.403159027062145
2003-07-07,25106,1503006,Shortfin Mako Shark,57.268742454000204
2003-07-07,37610,1503010,Shortfin Mako Shark,13.53961197847574
2003-07-08,19570,1503008,Shortfin Mako Shark,52.43038363256653
2003-07-08,25105,1503004,Shortfin Mako Shark,41.63541441258353
2003-07-08,25106,1503006,Shortfin Mako Shark,45.833241361072446
2003-07-08,37375,1702005,Salmon Shark,64.56385546237613
2003-07-08,37610,1503010,Shortfin Mako Shark,24.544356651132798
2003-07-09,19570,1503008,Shortfin Mako Shark,62.383116933407216
2003-07-09,25105,1503004,Shortfin Mako Shark,147.87183796566865
2003-07-09,37374,1702009,Salmon Shark,202.88822495966585
